domain,fb,name,sources,tw,usnpl_tag,website,wp_tags,yt
thegrundyregister.com,https://www.facebook.com/grundyregister,Grundy Register,usnpl.com,GrundyReg,Newspapers,http://thegrundyregister.com,,
theguardianonline.com,http://www.facebook.com/theguardianonline,The Guardian,usnpl.com,wsuguardian,College Newspapers,http://www.theguardianonline.com,,http://www.youtube.com/user/guardiannews
thegurdontimes.com,https://www.facebook.com/gurdontimes,Gurdon Times,usnpl.com,,Newspapers,http://www.thegurdontimes.com,,
thehamdenjournal.com,https://www.facebook.com/TheHamdenJournal,Hamden Journal,usnpl.com,hamdenjournal,Newspapers,http://www.thehamdenjournal.com,,
thehamiltonherald-news.com,https://www.facebook.com/pages/Hamilton-Herald-News-com/113569545457746,Hamilton Herald-News,usnpl.com,,Newspapers,http://www.thehamiltonherald-news.com,,
thehammontonnews.com,,Hammonton News,usnpl.com,,Newspapers,http://www.thehammontonnews.com,,
thehartwellsun.com,https://www.facebook.com/The-Hartwell-Sun-273374553022007/?rf=111773368875975,Hartwell Sun,usnpl.com,,Newspapers,http://www.thehartwellsun.com,,
thehawaiiherald.com,,Hawaii Herald,usnpl.com,thehawaiiherald,Newspapers,http://thehawaiiherald.com,,
thehawkeye.com,https://www.facebook.com/thehawkeyemediaco,Hawk Eye,usnpl.com,thehawkeye,Newspapers,http://www.thehawkeye.com,,
thehccrusader.com,http://www.facebook.com/thehccrusader,The Crusader,usnpl.com,TheHCCrusader,College Newspapers,http://www.thehccrusader.com,,
thehealthjournals.com,https://www.facebook.com/thehealthjournal,The Health Journals,usnpl.com,Healthjournals,Magazines,http://www.thehealthjournals.com,,http://www.youtube.com/user/thehealthjournals
theheartofnewengland.com,https://www.facebook.com/theheartofnewengland,The Heart of New England,usnpl.com,heartnewengland,Magazines,http://www.TheHeartofNewEngland.com,,
thehendrickspioneer.com,https://www.facebook.com/HendricksPioneer,Pioneer,usnpl.com,,Newspapers,http://thehendrickspioneer.com,,
theherald-news.com,https://www.facebook.com/jolietheraldnews,Herald News,usnpl.com,Joliet_HN,Newspapers,http://www.theherald-news.com,,
theheraldtimes.com,https://www.facebook.com/theheraldtimes,Rangely Herald Times,usnpl.com,heraldtimes,Newspapers,http://www.theheraldtimes.com,,
thehillnews.org,,The Hill News,usnpl.com,,College Newspapers,http://www.thehillnews.org,,
thehilltoponline.com,https://www.facebook.com/pages/The-Hilltop/149013485111916,Hilltop,usnpl.com,thehilltop,College Newspapers,http://www.thehilltoponline.com,,http://www.youtube.com/user/thehilltopnewspaper
thehinsdalean.com,,Hinsdalean,usnpl.com,TheHinsdalean,Newspapers,http://www.thehinsdalean.com,,
thehoosiertopics.com,,Hoosier Topics,usnpl.com,,Newspapers,http://www.thehoosiertopics.com,,
thehour.com,https://www.facebook.com/TheHourNewspaper,The Hour,usnpl.com,TheHourNews,Newspapers,http://www.thehour.com,,
thehour.com,https://www.facebook.com/pages/Wilton-Villager/147848678611852,Wilton Villager,usnpl.com,wilton_villager,Newspapers,http://www.thehour.com/wilton_villager,,
thehoya.com,https://www.facebook.com/thehoya,Hoya,usnpl.com,thehoya,College Newspapers,http://www.thehoya.com,,http://www.youtube.com/user/TheHoyaOnline
thehudsonian.org,https://www.facebook.com/thehudsonian,The Hudsonian,usnpl.com,HudsonianHVCC,College Newspapers,http://www.thehudsonian.org,,http://www.youtube.com/user/HudsonianHVCC
thehypemagazine.com,https://www.facebook.com/pages/Thehypemagazine/119195554763675,The Hype Magazine,usnpl.com,thehypemagazine,Magazines,http://www.thehypemagazine.com,,http://www.youtube.com/thehypemagazine
theijnews.com,,Potosi Independent-Journal,usnpl.com,,Newspapers,http://www.theijnews.com,,
theindependent.com,https://www.facebook.com/GIIndependent,Daily Independent,usnpl.com,theindependent,Newspapers,http://www.theindependent.com,,http://www.youtube.com/user/GIIndependent
the-independent-news.com,,Independent News,usnpl.com,,Newspapers,http://www.the-independent-news.com,,
theindependentobserver.com,,Independent-Observer,usnpl.com,,Newspapers,http://www.theindependentobserver.com,,
theindnews.com,https://www.facebook.com/indnews,Eagle Independent News,usnpl.com,,Newspapers,http://www.theindnews.com,,
theindychannel.com,,WRTV,stationindex,,TV station,http://www.theindychannel.com/,,
theindyonline.com,https://www.facebook.com/TheIndependentflc,Independent,usnpl.com,flcindependent,College Newspapers,http://www.theindyonline.com,,
theinquisitor.com,https://www.facebook.com/pages/The-Inquisitor-Newspaper/188569857896851,Shreveport Inquisitor,usnpl.com,,Newspapers,http://theinquisitor.com,,
theintell.com,https://www.facebook.com/TheIntell,Intelligencer,usnpl.com,,Newspapers,http://www.theintell.com,,
theintelligencer.com,https://www.facebook.com/theEdwi,Edwardsville Intelligencer,usnpl.com,theedwi,Newspapers,http://www.theintelligencer.com,,http://www.youtube.com/user/edwpubvideos
theintelligencer.net,https://www.facebook.com/TheIntelligencer,Wheeling News-Register,usnpl.com,IntelligencerWV,Newspapers,http://www.theintelligencer.net,,
theintermountain.com,https://www.facebook.com/TheInterMountain,Inter-Mountain,usnpl.com,InterMountainWV,Newspapers,http://www.theintermountain.com,,https://www.youtube.com/user/TheInterMountain/videos
theirregular.com,https://www.facebook.com/The.Original.Irregular,Kingfield Irregular,usnpl.com,,Newspapers,http://www.theirregular.com,,
theislanderonline.com,,Saint Simons Islander,usnpl.com,,Newspapers,http://theislanderonline.com,,
theislandnow.com,,Island Now,usnpl.com,TheIslandNow,Newspapers,http://theislandnow.com/great_neck,,
theislandnow.com,https://www.facebook.com/theislandnow,New Hyde Park Herald Courier,usnpl.com,,Newspapers,http://theislandnow.com/new_hyde_park,,https://www.youtube.com/channel/UClfaG9rSUowrO4vEoSxZKxw
theitem.com,https://www.facebook.com/theitem,Item,usnpl.com,theitem,Newspapers,http://www.theitem.com,,https://www.youtube.com/user/theitemdotcom/videos
theithacan.org,https://www.facebook.com/ithacanonline,The Ithacan,usnpl.com,IthacanOnline,College Newspapers,http://theithacan.org,,http://www.youtube.com/user/IthacanOnline
thejambar.com,http://www.facebook.com/pages/The-Jambar/62157119082,The Jambar,usnpl.com,thejambar,College Newspapers,http://www.thejambar.com,,http://www.youtube.com/user/JambarVideo
thejenatimes.net,,Jena Times,usnpl.com,,Newspapers,http://www.thejenatimes.net,,
the-journal.com,https://www.facebook.com/TheJournalCO,Cortez Journal,usnpl.com,TheJournalCo,Newspapers,http://www.the-journal.com,,
thejournalera.com,,Berrien Springs Journal Era,usnpl.com,,Newspapers,http://www.thejournalera.com,,
thejournal-news.net,https://www.facebook.com/TheJournalNews,Journal-News,usnpl.com,JournalNewsIL,Newspapers,http://www.thejournal-news.net,,http://www.youtube.com/user/JNsports
thejournalonline.com,https://www.facebook.com/pages/The-Journal/131090863570122,Journal Online,usnpl.com,WilliamstonJour,Newspapers,http://thejournalonline.com,,
thejustice.org,http://www.facebook.com/thejusticeonline,Brandeis Justice,usnpl.com,thejustice,College Newspapers,http://www.thejustice.org,,
thekansan.com,https://www.facebook.com/TheNewtonKansan,Newton Kansan,usnpl.com,ChadFrey,Newspapers,http://www.thekansan.com,,http://www.youtube.com/user/NewtonKansanSports
thekansascitychannel.com,,KCWE,stationindex,,TV station,http://www.thekansascitychannel.com/kcwetv/,,
theknightnews.com,http://www.facebook.com/TheKnightNews,The Knight News,usnpl.com,TheKnightNews,College Newspapers,http://www.theknightnews.com,,
thelafayettesun.com,https://www.facebook.com/pages/The-LaFayette-Sun-Newspaper/116010268416021,LaFayette Sun,usnpl.com,lsunnews,Newspapers,http://www.thelafayettesun.com,,
thelakenews.com,https://www.facebook.com/pages/The-Lake-News/86274811228,Calvert City Lake News,usnpl.com,,Newspapers,http://thelakenews.com,,
thelaketoday.com,https://www.facebook.com/thelaketoday,Lake Today,usnpl.com,The_Lake_Today,Newspapers,http://www.thelaketoday.com,,
thelancasternews.com,https://www.facebook.com/thelancasternews,Lancaster News,usnpl.com,lancasteronline,Newspapers,http://www.thelancasternews.com,,https://www.youtube.com/user/lancasteronline/videos
thelandmark.com,https://www.facebook.com/HoldenLandmark,Landmark,usnpl.com,thelandmarknews,Newspapers,http://www.thelandmark.com,,
thelantern.com,http://www.facebook.com/TheLanternOSU,The Lantern,usnpl.com,TheLantern,College Newspapers,http://www.thelantern.com,,http://www.youtube.com/user/TheLanternOSU
thelcn.com,https://www.facebook.com/LivingstonCountyNews,Livingston County News,usnpl.com,,Newspapers,http://www.thelcn.com,,https://www.youtube.com/channel/UCoNT5B-pzzaIq8jCpbKOFUQ
the-leader.com,https://www.facebook.com/pages/The-Leader/147539421926709,Leader,usnpl.com,,Newspapers,http://www.the-leader.com,,
theleaderonline.net,https://www.facebook.com/theleaderonline.net,The Leader,usnpl.com,,Newspapers,http://theleaderonline.net,,
theleafchronicle.com,https://www.facebook.com/leafchronicle,Leaf-Chronicle,usnpl.com;AWIS,LeafChronicle,Newspapers,http://www.theleafchronicle.com,,https://www.youtube.com/channel/UCJIF-plX94eNVbqtlmu7VSQ/videos
theledger.com,https://www.facebook.com/theledger,Ledger,usnpl.com,theledger,Newspapers,http://www.theledger.com,,http://www.youtube.com/user/TheLakelandLedger
thelelandprogress.com,https://www.facebook.com/The-Leland-Progress-184598471560262/,Leland Progress,usnpl.com,,Newspapers,http://www.thelelandprogress.com,,
thelickingnews.com,,Licking News,usnpl.com,,Newspapers,http://www.thelickingnews.com,,
thelocalpaper.com,https://www.facebook.com/pages/The-Local-Paper-Ketchikan-Alaska/144259398951172,Local Paper,usnpl.com,,Newspapers,http://thelocalpaper.com,,
theloomisnews.com,https://www.facebook.com/TheLoomisNews,Loomis News,usnpl.com,TheLoomisNews,Newspapers,http://www.theloomisnews.com,,
theloquitur.com,http://www.facebook.com/LoquiturNews,Loquitur,usnpl.com,loqwitter,College Newspapers,http://theloquitur.com,,
themaconcountynews.com,https://www.facebook.com/MaconCountyNews,Macon County News,usnpl.com,MaconCountyNews,Newspapers,http://themaconcountynews.com,,
themacweekly.com,https://www.facebook.com/pages/The-Mac-Weekly/90502191145,The Mac Weekly,usnpl.com,themacweekly,College Newspapers,http://themacweekly.com,,
themaineedge.com,https://www.facebook.com/themaineedge,The Maine Edge,usnpl.com,themaineedge,Newspapers,http://www.themaineedge.com,,
themaneater.com,http://www.facebook.com/themaneaterMU,The Maneater,usnpl.com,TheManeater,College Newspapers,http://www.themaneater.com,,https://www.youtube.com/user/ManeaterVideo/videos
themccrearyvoice.com,https://www.facebook.com/tmcvoice,McCreary County Voice,usnpl.com,,Newspapers,http://www.themccrearyvoice.com,,https://www.youtube.com/channel/UCIEKSU5PtKi6UhhNmJEdQvg
themcgeheetimes.com,,Times-News,usnpl.com,,Newspapers,http://www.themcgeheetimes.com,,
themercury.com,https://www.facebook.com/TheManhattanMercury,Mercury,usnpl.com,MERCnewsroom ,Newspapers,http://themercury.com,,https://www.youtube.com/channel/UCrijVzgp5lzjA15BWPkqVZw
the-messenger.com,https://www.facebook.com/themessengernewspaper,Messenger,usnpl.com,MessengerOnline,Newspapers,http://www.the-messenger.com,,http://www.youtube.com/user/messengerphotodesk
themeteor.com,https://www.facebook.com/themeteorinc?rf=124570304257259,Crystal Springs Meteor,usnpl.com,,Newspapers,http://themeteor.com,,
themiamihurricane.com,https://www.facebook.com/themiamihurricane,Miami Hurricane,usnpl.com,MiamiHurricane,College Newspapers,http://www.themiamihurricane.com,,
themillennews.com,,Millen News,usnpl.com,,Newspapers,http://www.themillennews.com,,
themillerpress.com,https://www.facebook.com/TheMillerPress,Miller Press,usnpl.com,,Newspapers,http://themillerpress.com,,
theminaretonline.com,https://www.facebook.com/pages/The-Minaret/9157028961,The Minaret,usnpl.com,Minaret,College Newspapers,http://theminaretonline.com,,
themindencourier.com,https://www.facebook.com/pages/The-Minden-Courier/145584682134947,Minden Courier,usnpl.com,,Newspapers,http://www.themindencourier.com,,
theminneotamascot.com,,Minneota Mascot,usnpl.com,,Newspapers,http://www.theminneotamascot.com,,
themississippilink.com,https://www.facebook.com/TheMississippiLink,Mississippi Link,usnpl.com,MississippiLink,Newspapers,http://themississippilink.com,,http://www.youtube.com/user/themississippilink
themonitor.com,https://www.facebook.com/monitornews,Monitor,usnpl.com,monitornews,Newspapers,http://www.themonitor.com,,https://www.youtube.com/user/monitornews/videos
themonitor.net,https://www.facebook.com/pages/The-Monitor-Newspaper-Cedar-Creek-Lake/517133334968800,Monitor,usnpl.com,,Newspapers,http://www.themonitor.net,,
themonmouthjournal.com,https://www.facebook.com/The-Monmouth-Journal-103613023038917/timeline/,Monmouth Journal,usnpl.com,,Newspapers,http://themonmouthjournal.com,,
themonroetimes.com,https://www.facebook.com/monroetimes,Monroe Times,usnpl.com,MonroeTimes,Newspapers,http://themonroetimes.com,,https://www.youtube.com/user/monroetimes/videos
themontclarion.org,https://www.facebook.com/pages/The-Montclarion/208399175882330,The Montclarion,usnpl.com,TheMontclarion,College Newspapers,http://www.themontclarion.org,,http://www.youtube.com/user/themontclarion
themonticellonews.com,https://www.facebook.com/pages/The-Monticello-News/267152440015670,Monticello News,usnpl.com,,Newspapers,http://themonticellonews.com,,
themoorecountynews.com,https://www.facebook.com/pages/The-Moore-County-News/119580451405533,Moore County News,usnpl.com,TheMooreCoNews,Newspapers,http://www.themoorecountynews.com,,
themoreheadnews.com,https://www.facebook.com/TheMoreheadNews,Morehead News,usnpl.com,TheMoreheadNews,Newspapers,http://www.themoreheadnews.com,,
themorningsun.com,https://www.facebook.com/MPmorningsun,Morning Sun,usnpl.com,MPMorningSun,Newspapers,http://www.themorningsun.com,,
themountaineagle.com,https://www.facebook.com/ItScreams,Mountain Eagle,usnpl.com,,Newspapers,http://www.themountaineagle.com,,
themountainmail.com,https://www.facebook.com/TheMountainMail,Mountain Mail,usnpl.com,TheMtnMail,Newspapers,http://www.themountainmail.com,,https://www.youtube.com/channel/UCJMpLLMi0zM-WXXxCH9IWlg
themountainpress.com,https://www.facebook.com/pages/The-Mountain-Press/120819877928068,Mountain Press,usnpl.com,themtnpress,Newspapers,http://www.themountainpress.com,,https://www.youtube.com/user/TheMountainPress
themsureporter.com,http://www.facebook.com/msureporter,Reporter,usnpl.com,MSUREPORTER,College Newspapers,http://themsureporter.com,,https://www.youtube.com/user/MSUReporter/videos
themtnear.com,https://www.facebook.com/pages/The-Mountain-Ear/254365715663,Nederland Mountain-Ear,usnpl.com,,Newspapers,http://themtnear.com,,
thenebraskasignal.com,https://www.facebook.com/pages/The-Nebraska-Signal/102972079783731,Nebraska Signal,usnpl.com,,Newspapers,http://www.thenebraskasignal.com,,
theneighbornewspapers.com,https://www.facebook.com/SouthBaysNeighbor,South Bay News,usnpl.com,,Newspapers,http://www.theneighbornewspapers.com,,
thenews.org,https://www.facebook.com/TheMurrayStateNews,News,usnpl.com,MurrayStateNews,College Newspapers,http://www.thenews.org,,https://www.youtube.com/user/thenewsdotorg/videos
thenewsandfarmer.com,https://www.facebook.com/pages/The-News-and-Farmer-The-Jefferson-Reporter/143561085723502,News and Farmer,usnpl.com,,Newspapers,http://www.thenewsandfarmer.com,,
thenewsdispatch.com,https://www.facebook.com/pages/Michigan-City-News-Dispatch/430459247049135,News-Dispatch,usnpl.com;AWIS,TheNewsDispatch,Newspapers,http://www.thenewsdispatch.com,,
thenewsdispatch.net,https://www.facebook.com/pages/Seneca-News-Dispatch/307762724622,Seneca News-Dispatch,usnpl.com,,Newspapers,http://www.thenewsdispatch.net,,
thenewsenterprise.com,https://www.facebook.com/pages/The-News-Enterprise/63398219972,News-Enterprise,usnpl.com,NEheadlines,Newspapers,http://www.thenewsenterprise.com,,
thenews-gazette.com,https://www.facebook.com/pages/The-News-Gazette/76743914409,News-Gazette,usnpl.com,TheNewsGazette,Newspapers,http://www.thenews-gazette.com,,
thenewsguard.com,https://www.facebook.com/thenewsguard,News Guard,usnpl.com,TheNewsGuard,Newspapers,http://www.thenewsguard.com,,https://www.youtube.com/user/thenewsguard
thenewsharonsun.com,https://www.facebook.com/pages/The-Sun/131057457806,New Sharon Sun,usnpl.com,newsharonsun,Newspapers,http://www.thenewsharonsun.com,,
thenewsherald.com,https://www.facebook.com/NewsHeraldMi,News Herald,usnpl.com;AWIS,NewsHeraldMI,Newspapers,http://www.thenewsherald.com,,https://www.youtube.com/user/NewsHeraldMI
thenews-journal.com,https://www.facebook.com/pages/The-News-Journal/322478714467328?rf=157200067652990,News-Journal,usnpl.com,,Newspapers,http://www.thenews-journal.com,,https://www.youtube.com/channel/UCH4-2zxilfP25Vc-Wk3dxlg
thenewsjournal.net,https://www.facebook.com/pages/The-News-Journal/218387670056,Corbin News Journal,usnpl.com,cwnewsjournal,Newspapers,http://www.thenewsjournal.net,,http://www.youtube.com/user/TheNewsJournal
thenewsleaders.net,https://www.facebook.com/thenewsleaders,Sartell Newsleader,usnpl.com,,Newspapers,http://www.thenewsleaders.net,,
thenews-messenger.com,https://www.facebook.com/TheNewsMessenger,News-Messenger,usnpl.com,fremontNM,Newspapers,http://www.thenews-messenger.com,,
thenewsobserver.com,https://www.facebook.com/pages/My-News-Observer/740175116028857,News Observer,usnpl.com,newsobserver,Newspapers,http://www.thenewsobserver.com,,
thenewsrecord.com,,News and Record,usnpl.com,sobNR,Newspapers,http://www.thenewsrecord.com,,
thenewsstar.com,https://www.facebook.com/pages/The-News-Star/54660221594,News-Star,usnpl.com;AWIS,thenewsstar,Newspapers,http://www.thenewsstar.com,,
thenewstribune.com,https://www.facebook.com/peninsulagateway,Peninsula Gateway,usnpl.com;AWIS,pengateway,Newspapers,http://www.thenewstribune.com/news/local/community/gateway,,https://www.youtube.com/channel/UCnnuGRuYWW_PWLoZujKisBg
thenewstribune.com,https://www.facebook.com/TheHeraldPuyallup,Puyallup Herald,usnpl.com;AWIS,PuyallupNews,Newspapers,http://www.thenewstribune.com/news/local/community/puyallup-herald,,https://www.youtube.com/channel/UC7hiJn9gKxmhYqaGBJAco_g
thenewstribune.com,https://www.facebook.com/tacomanewstribune,News Tribune,usnpl.com;AWIS,thenewstribune,Newspapers,http://www.thenewstribune.com,,https://www.youtube.com/user/TacomaNewsTribune/videos
thenichollsworth.com,http://www.facebook.com/thenichollsworth,The Nicholls Worth,usnpl.com,NichollsWorth,College Newspapers,http://www.thenichollsworth.com,,
thenjsentinel.com,https://www.facebook.com/Sentinel-of-Gloucester-County-Newspaper-1571498843071075/posts_to_page?ref=page_internal,Franklin Township Sentinel,usnpl.com,,Newspapers,http://thenjsentinel.com,,
thenoise.us,https://www.facebook.com/pages/The-Noise/204220980706,Noise,usnpl.com,,Newspapers,http://thenoise.us,,
thenortheastgeorgian.com,https://www.facebook.com/pages/The-Northeast-Georgian/129226550450863,Northeast Georgian Online,usnpl.com,,Newspapers,http://www.thenortheastgeorgian.com,,
thenortherner.com,http://www.facebook.com/northernermedia,The Northerner,usnpl.com,northernermedia,College Newspapers,http://www.thenortherner.com,,https://www.youtube.com/user/thenorthernermedia/videos
thenorthernlight.com,https://www.facebook.com/TheNorthernLight,Northern Light,usnpl.com,,Newspapers,http://www.thenorthernlight.com,,https://www.youtube.com/channel/UCGwmwLKpHxTllE7p5bqdDbg/videos
thenorthernlight.org,https://www.facebook.com/northernlightuaa,The Northern Light,usnpl.com,tnl_updates,College Newspapers,http://www.thenorthernlight.org,,http://www.youtube.com/tnlnews
thenorthfieldnews.com,https://www.facebook.com/northfieldnewsvermont,Northfield News,usnpl.com,,Newspapers,http://www.thenorthfieldnews.com,,https://www.youtube.com/user/NorthfieldNewsVideo
thenorthwestern.com,https://www.facebook.com/oshkoshnorthwestern,The Northwestern,usnpl.com,onwnews,Newspapers,http://www.thenorthwestern.com,,https://www.youtube.com/channel/UC4m1rBV_a4cVnleOOyCExCQ
theoaklandpress.com,https://www.facebook.com/pages/The-Oakland-Press/47899317691,Oakland Press,usnpl.com;AWIS,TheOaklandPress,Newspapers,http://www.theoaklandpress.com,,http://www.youtube.com/user/TheOaklandPress
theobserver.com,https://www.facebook.com/TheObserverNewspaper,Kearny Observer,usnpl.com,theobservernj,Newspapers,http://www.theobserver.com,,
theodessan.net,https://www.facebook.com/Focus-on-Oak-Grove-546738185346616/,Focus on Oak Grove,usnpl.com,,Newspapers,http://www.theodessan.net,,
theohiocountynews.com,https://www.facebook.com/pages/RegisterPublications/173654106006773,Ohio County News,usnpl.com,newstoU,Newspapers,http://www.theohiocountynews.com,,
theolathenews.com,,Olathe Daily News,usnpl.com,,Newspapers,http://www.theolathenews.com,,
theolympian.com,https://www.facebook.com/TheOlympian,Olympian,usnpl.com,theolympian,Newspapers,http://www.theolympian.com,,
theonlinerocket.com,https://www.facebook.com/SRURocket,The Rocket,usnpl.com,SRURocket,College Newspapers,http://www.theonlinerocket.com,,http://www.youtube.com/user/TheSRURocket
theorion.com,https://www.facebook.com/TheOrionNews,Orion,usnpl.com,theorion_news,College Newspapers,http://theorion.com,,http://www.youtube.com/user/TheOrionVideo
theosakisreview.com,https://www.facebook.com/osakisreview,Osakis Review,usnpl.com,theosakisreview,Newspapers,http://www.theosakisreview.com,,
theozarkscw.com,,K15CZ,stationindex,,TV station,http://www.theozarkscw.com/,,
thepamliconews.com,,Pamlico News,usnpl.com,,Newspapers,http://thepamliconews.com,,
thepampanews.com,https://www.facebook.com/pages/The-Pampa-News/170101603002074,Pampa News,usnpl.com,,Newspapers,http://www.thepampanews.com,,
thepaper24-7.com,https://www.facebook.com/pages/The-Paper-of-Montgomery-County-News/127900953922882,Paper of Montgomery Co.,usnpl.com,,Newspapers,http://www.thepaper24-7.com,,http://www.youtube.com/channel/UCbUlqmrxUVeSkEnO2SWfcAQ
thepaperofwabash.com,https://www.facebook.com/pages/The-Paper-of-Wabash/144633638916631,Wabash Paper,usnpl.com,paperofwabash,Newspapers,http://www.thepaperofwabash.com,,
the-papers.com,https://www.facebook.com/TheMailJournal,Mail-Journal,usnpl.com,,Newspapers,http://www.the-papers.com/publication.aspx?pub=mailjournal,,
the-papers.com,https://www.facebook.com/thePaperElkhart,The Paper,usnpl.com,,Newspapers,http://www.the-papers.com/publication.aspx?pub=thepaper,,
theparisnews.com,https://www.facebook.com/theparisnews,Paris News,usnpl.com,TheParisNews,Newspapers,http://theparisnews.com,,
thepenn.org,,The Penn,usnpl.com,ThePennIUP,College Newspapers,http://www.thepenn.org,,
thepenobscottimes.com,https://www.facebook.com/pages/The-Penobscot-Times/334398026969,Penobscot Times,usnpl.com,,Newspapers,http://thepenobscottimes.com,,
thepeoplesentinel.com,https://www.facebook.com/thepeoplesentinel,People-Sentinel,usnpl.com,,Newspapers,http://www.thepeoplesentinel.com,,https://www.youtube.com/channel/UCXfHJ1PBWE8km6xWc-XxSiw
thepeoplestribune.com,https://www.facebook.com/pages/The-Peoples-Tribune/207818801065,People's Tribune,usnpl.com,,Newspapers,http://thepeoplestribune.com,,
theperrisprogress.com,,Perris Progress & Perris City News,usnpl.com,,Newspapers,http://www.theperrisprogress.com,,
theperrychief.com,https://www.facebook.com/theperrychief,Perry Chief,usnpl.com,ThePerryChief,Newspapers,http://theperrychief.com,,
thephoto-news.com,,Monroe Photo News,usnpl.com,,Newspapers,http://www.thephoto-news.com,,
thepilot.com,https://www.facebook.com/pages/The-Pilot-Newspaper/129411350419719,Pilot,usnpl.com,ThePilotNews,Newspapers,http://www.thepilot.com,,http://www.youtube.com/user/PilotNewspaper
thepilotnews.com,,Bourbon News-Mirror,usnpl.com,,Newspapers,http://thepilotnews.com/tags/bourbon-news-mirror,,https://www.youtube.com/channel/UCmttMi2RZmw4WCawZGKxOcA
thepilotnews.com,https://www.facebook.com/culvercitizen,Culver Citizen,usnpl.com,,Newspapers,http://www.thepilotnews.com/category/culver-citizen,,https://www.youtube.com/channel/UCmttMi2RZmw4WCawZGKxOcA
thepilotnews.com,https://www.facebook.com/Starke-County-Leader-902418709837242/,Leader of Starke County,usnpl.com,,Newspapers,http://www.thepilotnews.com/category/leader-starke-county,,
thepilotnews.com,https://www.facebook.com/pages/Pilot-News/218218074868835,Pilot News,usnpl.com,,Newspapers,http://www.thepilotnews.com,,https://www.youtube.com/channel/UCmttMi2RZmw4WCawZGKxOcA
thepinelog.com,,The Pine Log,usnpl.com,,College Newspapers,http://www.thepinelog.com,,
thepittsburghchannel.com,,WTAE,stationindex,,TV station,http://www.thepittsburghchannel.com/,,
theplainsman.com,https://www.facebook.com/theplainsman,Plainsman,usnpl.com,TheAUPlainsman,College Newspapers,http://www.theplainsman.com,,http://www.youtube.com/user/TheAuburnPlainsman1
theplainsman.com,https://www.facebook.com/theplainsman,Auburn Plainsman,usnpl.com,TheAUPlainsman,Newspapers,http://theplainsman.com,,http://www.youtube.com/user/TheAuburnPlainsman1
theplainviewnews.com,https://www.facebook.com/pages/The-Plainview-News/224150332562?_rdr=p,Plainview News,usnpl.com,,Newspapers,http://www.theplainviewnews.com,,https://www.youtube.com/user/ThePlainviewNews
thepolicenews.net,https://www.facebook.com/thepolicenews,The Police News,usnpl.com,thepolicenews,Newspapers,http://thepolicenews.net,,https://www.youtube.com/user/breckporter/videos
thepolypost.com,https://www.facebook.com/thepolypost,The Poly Post,usnpl.com,ThePolyPost,College Newspapers,http://www.thepolypost.com,,http://www.youtube.com/user/polypost
thepostandmail.com,https://www.facebook.com/pages/The-Post-and-Mail/147698951989988,Post & Mail,usnpl.com,ThePostandMail,Newspapers,http://www.thepostandmail.com,,https://www.youtube.com/channel/UC_F9B2-NjbbWevbhzY7_6Ag
thepostnewspaper.net,https://www.facebook.com/pages/The-Post-Newspaper/251302528378,Post,usnpl.com,,Newspapers,http://thepostnewspaper.net,,
thepostsearchlight.com,https://www.facebook.com/thepostsearchlight,Bainbridge Post-Searchlight,usnpl.com,postsearchlight,Newspapers,http://www.thepostsearchlight.com,,
theprairiestar.com,https://www.facebook.com/farmtimes,Ag Weekly,usnpl.com,,Newspapers,http://www.theprairiestar.com/agweekly,,
theprairiestar.com,https://www.facebook.com/theprairiestar,Prairie Star,usnpl.com,,Newspapers,http://www.theprairiestar.com,,
thepress.net,https://www.facebook.com/thepress.net,Antioch Press,usnpl.com,thepress_net,Newspapers,http://www.thepress.net,,
thepress-sentinel.com,https://www.facebook.com/thepresssentinel,Press-Sentinel,usnpl.com,,Newspapers,http://www.thepress-sentinel.com,,
thepresstribune.com,https://www.facebook.com/rosevillept,Press Tribune,usnpl.com,,Newspapers,http://www.thepresstribune.com,,
theprogressnews.com,,Progress,usnpl.com,,Newspapers,http://www.theprogressnews.com,,
theprogressortimes.com,https://www.facebook.com/pages/The-Progressor-Times/337812051559,Progressor Times,usnpl.com,,Newspapers,http://www.theprogressortimes.com,,
theprogressreview.co,https://www.facebook.com/theprogressreview,Progress-Review,usnpl.com,progressreview,Newspapers,http://theprogressreview.co,,https://www.youtube.com/channel/UCgVOgntaY2YTEDtJi4m5B2g
theprowersjournal.com,https://www.facebook.com/pages/The-Prowers-Journal/187726154604145,Prowers Journal,usnpl.com,prowersjournal,Newspapers,http://theprowersjournal.com,,
thepublicopinion.com,https://www.facebook.com/PublicOpinionSD,Public Opinion,usnpl.com,PublicOpinionSD,Newspapers,http://www.thepublicopinion.com,,https://www.youtube.com/user/PublicOpinionWtn
thequincysun.com,https://www.facebook.com/TheQuincySun,Quincy Sun,usnpl.com,,Newspapers,http://thequincysun.com,,
theracquet.net,,The Racquet,usnpl.com,theracquet,College Newspapers,http://www.theracquet.net,,
therandolphleader.com,https://www.facebook.com/therandolphleader,Randolph Leader,usnpl.com,randolphleader,Newspapers,http://www.therandolphleader.com,,http://www.youtube.com/user/therandolphleader
theravennanews.com,https://www.facebook.com/pages/The-Ravenna-News/167119990034977,Ravenna News,usnpl.com,,Newspapers,http://www.theravennanews.com,,
thereader.com,https://www.facebook.com/thereaderomaha,Omaha Reader,usnpl.com,TheReaderOmaha,Newspapers,http://thereader.com,,
