domain,fb,name,sources,tw,usnpl_tag,website,wp_tags,yt
davisclipper.com,https://www.facebook.com/davisclipper,Davis County Clipper,usnpl.com,DavisClipper,Newspapers,http://davisclipper.com,,https://www.youtube.com/user/DavisClipper/videos
davisenterprise.com,https://www.facebook.com/TheDavisEnterpriseNewspaper,Davis Enterprise,usnpl.com,D_Enterprise,Newspapers,http://www.davisenterprise.com,,
dawsonnews.com,https://www.facebook.com/pages/dawsonnewscom/356518091501,Dawsonnews,usnpl.com,dawsonnews,Newspapers,http://www.dawsonnews.com,,
dawsonspringsprogress.com,https://www.facebook.com/thedawsonspringsprogress/,Dawson Springs Progress,usnpl.com,,Newspapers,http://www.dawsonspringsprogress.com,,
daystar.com,,KKAP,stationindex,,TV station,http://www.daystar.com/,,
daytonatimes.com,https://www.facebook.com/daytonatimes,Daytona Times,usnpl.com,daytonatimes,Newspapers,http://daytonatimes.com,,
daytondailynews.com,https://www.facebook.com/daytondailynews,Dayton Daily News,usnpl.com,daytondailynews,Newspapers,http://www.daytondailynews.com,,
daytonscw.com,,WBDT,nexstar.tv,,TV station,daytonscw.com,,
dbrnews.com,https://www.facebook.com/pages/Denison-Bulletin-Review/10150138781880252,Bulletin & Review,usnpl.com,,Newspapers,http://www.dbrnews.com,,
dc50tv.com,,WDCW,stationindex,,TV station,http://www.dc50tv.com/,,
dchieftain.com,https://www.facebook.com/eldefensorchieftain,El Defensor Chieftain ,usnpl.com,,Newspapers,http://www.dchieftain.com,,https://www.youtube.com/channel/UCoYiLP9wH8Hz71LvEerJANg
dcourier.com,https://www.facebook.com/DailyCourier,Daily Courier,usnpl.com;AWIS,thedailycourier,Newspapers,http://dcourier.com,,http://www.youtube.com/user/dCouriervideos
dcourier.com,https://www.facebook.com/DailyCourier,Big Bug News,usnpl.com;AWIS,thedailycourier,Newspapers,http://www.dcourier.com/news/neighbors,,https://www.youtube.com/channel/UCFRCxhLyqYFYrpVXu_ymvIA
dcpostgazette.com,https://www.facebook.com/TheDouglasCountyPostGazette,Douglas County Post-Gazette,usnpl.com,DCPGSports,Newspapers,http://www.dcpostgazette.com,,
dcpostgazette.com,https://www.facebook.com/gretnaguide,Gretna Guide & News,usnpl.com,,Newspapers,http://www.dcpostgazette.com/gretnaguide,,
dcspotlight.com,https://www.facebook.com/dcspotlight,DC Spotlight,usnpl.com,dcspotlight,Newspapers,http://www.dcspotlight.com,,http://www.youtube.com/user/DCSpotlight
dcw50.com,https://www.facebook.com/pages/DC50/65421276070,WDCW,tribunemedia.com,,TV station,http://dcw50.com/,,http://www.youtube.com/user/DC50tv
dddnews.com,https://www.facebook.com/DailyDunklinDemocrat,Daily Dunklin Democrat,usnpl.com,DailyDunklinDem,Newspapers,http://www.dddnews.com,,http://www.youtube.com/user/DDDnews
ddtonline.com,https://www.facebook.com/pages/Delta-Democrat-Times/203942069619492,Delta Democrat Times,usnpl.com,ddt_news,Newspapers,http://www.ddtonline.com,,
deadwoodmagazine.com,,Deadwood Magazine,usnpl.com,,Magazines,http://www.deadwoodmagazine.com,,
decaturdaily.com,https://www.facebook.com/decaturdaily,Decatur Daily,usnpl.com;AWIS,decaturdaily,Newspapers,http://www.decaturdaily.com,,http://www.youtube.com/user/DecaturDailyDemocrat
decaturdailydemocrat.com,https://www.facebook.com/pages/Decatur-Daily-Democrat/227074437339000,Decatur Daily Democrat,usnpl.com,,Newspapers,http://www.decaturdailydemocrat.com,,https://www.youtube.com/channel/UCzSm5lA-Rzzwzotf40jiz0g
decaturtribune.com,https://www.facebook.com/pages/Decatur-Tribune/1414028878919867,Decatur Tribune,usnpl.com,,Newspapers,http://www.decaturtribune.com,,
decorahnewspapers.com,https://www.facebook.com/Decorah-Newspapers-1569429369947732/,Decorah Newspapers,usnpl.com,,Newspapers,http://www.decorahnewspapers.com,,
delawareonline.com,https://www.facebook.com/Delawareonline,News Journal,usnpl.com,delawareonline,Newspapers,http://www.delawareonline.com,,http://www.youtube.com/user/DelawareonlineTV
delawarestatenews.net,https://www.facebook.com/DelawareStateNews,Delaware State News,usnpl.com,TheStateNews,Newspapers,http://delawarestatenews.net,,https://www.youtube.com/user/DelawareStateNews
delawaretoday.com,https://www.facebook.com/DelawareToday,Delaware Today,usnpl.com,delawaretoday,Magazines,http://www.delawaretoday.com,,http://www.youtube.com/DelawareTodayMag
delcotimes.com,https://www.facebook.com/delcodailytimes,Delaware County Daily Times,usnpl.com;AWIS,delcotimes,Newspapers,http://www.delcotimes.com,,https://www.youtube.com/user/delcodailytimes
deleonfreepress.com,,De Leon Free Press,usnpl.com,,Newspapers,http://deleonfreepress.com,,
delgazette.com,https://www.facebook.com/delawaregazette,Delaware Gazette,usnpl.com,delgazette,Newspapers,http://delgazette.com,,http://www.youtube.com/user/delawaregazette
delmartimes.net,https://www.facebook.com/CVNews,Carmel Valley News,usnpl.com,,Newspapers,http://www.delmartimes.net/category/news/carmel-valley,,http://www.youtube.com/user/DelMarTimes
delmartimes.net,https://www.facebook.com/mydelmartimes,Del Mar Times,usnpl.com,,Newspapers,http://www.delmartimes.net,,http://www.youtube.com/user/DelMarTimes
delmartimes.net,https://www.facebook.com/solanabeachsun,Solana Beach Sun,usnpl.com,,Newspapers,http://www.delmartimes.net/news/local-news/solana-beach,,
delmarvanow.com,,Delaware Beachcomber,usnpl.com,,Magazines,http://www.delmarvanow.com/section/ENTERTAINMENT,,
delmarvanow.com,https://www.facebook.com/coastpress,Delaware Coast Press,usnpl.com,DECoastPress,Newspapers,http://www.delmarvanow.com/news/delaware,,
delmarvanow.com,https://www.facebook.com/TheDelmarvaDailyTimes,Delmarvanow,usnpl.com,MyDelmarvaNow,Newspapers,http://www.delmarvanow.com,,http://www.youtube.com/user/Delmarvanow
delmarvanow.com,https://www.facebook.com/TheDelmarvaDailyTimes,delmarvanow.com,usnpl.com,MyDelmarvaNow,Newspapers,http://www.delmarvanow.com/news/virginia,,https://www.youtube.com/user/DelmarvaDailyTimes/videos
delnorteprospector.com,,Del Norte Prospector,usnpl.com,,Newspapers,http://www.delnorteprospector.com,,
delphosherald.com,https://www.facebook.com/pages/The-Delphos-Herald/185052741540410,Daily Herald,usnpl.com,delphosherald,Newspapers,http://www.delphosherald.com,,
delraynewspaper.com,https://www.facebook.com/delraynewspaper/,Del Ray Newspaper,usnpl.com,DelrayPineapple,Newspapers,http://delraynewspaper.com,,
delrionewsherald.com,https://www.facebook.com/DRNewsHerald,News Herald,usnpl.com,DRNewsHerald,Newspapers,http://delrionewsherald.com,,
deltabroadcasting.org,,WDCQ,stationindex,,TV station,http://www.deltabroadcasting.org/,,
deltacountyindependent.com,https://www.facebook.com/pages/Delta-County-Independent/140373049332167,Delta County Independent,usnpl.com,,Newspapers,http://www.deltacountyindependent.com,,
deltadiscovery.com,https://www.facebook.com/deltadiscovery,Delta Discovery,usnpl.com,,Newspapers,http://www.deltadiscovery.com,,
deltanewscitizen.com,https://www.facebook.com/Deltanewscitizen,Delta News-Citizen,usnpl.com,,Newspapers,http://www.deltanewscitizen.com,,
deltanewsweb.com,https://www.facebook.com/pages/Delta-News-Web/514170478629814,Delta News Web,usnpl.com,,Newspapers,http://www.deltanewsweb.com,,
deltawindonline.com,https://www.facebook.com/DeltaWindOnline,Delta Wind,usnpl.com,,Newspapers,http://www.deltawindonline.com,,
delvalrampages.com,,RamPages,usnpl.com,,College Newspapers,http://www.delvalrampages.com,,
demingheadlight.com,https://www.facebook.com/demingheadlight,Deming Headlight,usnpl.com,demingheadlight,Newspapers,http://www.demingheadlight.com,,
democratandchronicle.com,https://www.facebook.com/DemocratandChronicle,Democrat & Chronicle,usnpl.com;AWIS,DandC,Newspapers,http://www.democratandchronicle.com,,
democratargus.com,https://www.facebook.com/pages/The-Democrat-Argus/215934471762879,Democrat Argus,usnpl.com,,Newspapers,http://democratargus.com,,
democratherald.com,https://www.facebook.com/dhnews,Democrat-Herald,usnpl.com;AWIS,dhnews,Newspapers,http://democratherald.com,,
democratnewspapers.com,https://www.facebook.com/pages/Mason-County-Democrat/118860884805569,Mason County Democrat,usnpl.com,,Newspapers,http://www.democratnewspapers.com,,
democratnewspapers.com,https://www.facebook.com/fultondemocrat.il,Fulton Democrat,usnpl.com,,Newspapers,http://www.democratnewspapers.com/94674/2409/online-editionfulton-democrat,,
democrattribune.com,https://www.facebook.com/pages/Poinsett-County-Democrat/459987977369820,Democrat Tribune,usnpl.com,,Newspapers,http://www.democrattribune.com,,
demo-mo.com,https://www.facebook.com/demo.mo,Democrat-Missourian,usnpl.com,,Newspapers,http://www.demo-mo.com,,
demopolistimes.com,https://www.facebook.com/pages/The-Demopolis-Times/48146854758,Demopolis Times,usnpl.com,demopolistimes,Newspapers,http://www.demopolistimes.com,,
dennews.com,https://www.facebook.com/pages/The-Daily-Eastern-News/155336537840020,Eastern News,usnpl.com,den_news,College Newspapers,http://www.dennews.com,,http://www.youtube.com/user/DENNews
dentonorator.com,,Denton Orator,usnpl.com,,Newspapers,http://www.dentonorator.com,,
dentonrc.com,https://www.facebook.com/dentonrc,Denton Record-Chronicle,usnpl.com,dentonrc,Newspapers,http://www.dentonrc.com,,
denveriaforum.com,https://www.facebook.com/DenverForum/,Denver Forum,usnpl.com,,Newspapers,http://www.denveriaforum.com,,
denverpost.com,https://www.facebook.com/denverpost,Denver Post,usnpl.com;AWIS,denverpost,Newspapers,http://www.denverpost.com,,http://www.youtube.com/user/DenverPost
denverurbanspectrum.com,https://www.facebook.com/pages/Denver-Urban-Spectrum/127549171660,Denver Urban Spectrum,usnpl.com,DUS_Tweets,Newspapers,http://denverurbanspectrum.com,,https://www.youtube.com/channel/UCs6ar7y9xXFHjMRFVxfHqBA
denvervoice.org,https://www.facebook.com/denvervoice,Denver Voice,usnpl.com,DenverVOICE,Newspapers,http://www.denvervoice.org,,
depauliaonline.com,https://www.facebook.com/TheDePaulia,DePaulia,usnpl.com,TheDePaulia,College Newspapers,http://www.depauliaonline.com,,http://www.youtube.com/user/DePaulia
dequeenbee.com,https://www.facebook.com/pages/De-Queen-Bee-Company/263235022698,De Queen Bee,usnpl.com,,Newspapers,http://dequeenbee.com,,
dequincynews.com,,DeQuincy News,usnpl.com,,Newspapers,http://www.dequincynews.com,,
derbyinformer.com,https://www.facebook.com/pages/The-Derby-Informer/75041195029,Derby Informer,usnpl.com,DerbyInformer,Newspapers,http://www.derbyinformer.com,,https://www.youtube.com/channel/UCUuuqZ8I8Vgtj55AWO391Cw
derrynews.com,https://www.facebook.com/DerryNewsNH,Derry News,usnpl.com,,Newspapers,http://www.derrynews.com,,
deseretnews.com,https://www.facebook.com/deseretnews,Deseret News,usnpl.com;AWIS,deseretnews,Newspapers,http://www.deseretnews.com,,https://www.youtube.com/user/Deseretnews/videos
desertdispatch.com,https://www.facebook.com/DesertDispatch,Desert Dispatch,usnpl.com,ddispatchnews,Newspapers,http://www.desertdispatch.com,,https://www.youtube.com/user/desertdispatch
desertnews.com,https://www.facebook.com/Mojave-Desert-News-1009921835699858/?rf=146831938694661,Mojave Desert News,usnpl.com,,Newspapers,http://www.desertnews.com,,
desertstarweekly.com,https://www.facebook.com/desertstarweekly,Desert Star Weekly,usnpl.com,,Newspapers,http://desertstarweekly.com,,
desertsun.com,https://www.facebook.com/pages/MyDesertcom/115967868757,Indio Sun,usnpl.com;AWIS,mydesert,Newspapers,http://www.desertsun.com/news/indio,,http://www.youtube.com/user/TheDesertSun
desertsun.com,https://www.facebook.com/pages/MyDesertcom/115967868757,La Quinta Sun,usnpl.com;AWIS,mydesert,Newspapers,http://www.desertsun.com/news/la-quinta,,http://www.youtube.com/user/TheDesertSun
desertsun.com,https://www.facebook.com/pages/MyDesertcom/115967868757,Desert Sun,usnpl.com;AWIS,mydesert,Newspapers,http://www.desertsun.com,,http://www.youtube.com/user/TheDesertSun
desmoinesregister.com,https://www.facebook.com/AltoonaHerald,Altoona Herald-Index,usnpl.com,HeraldIndex,Newspapers,http://www.desmoinesregister.com/communities/altoona,,
desmoinesregister.com,https://www.facebook.com/DesMoinesRegister,Des Moines Register,usnpl.com,dmregister,Newspapers,http://www.desmoinesregister.com,,http://www.youtube.com/user/DMRegister
desmoinesregister.com,https://www.facebook.com/DesMoinesRegister,Chronicle Republican,usnpl.com,dmregister,Newspapers,http://www.desmoinesregister.com/communities/grinnell,,https://www.instagram.com/dmregister/
desmoinesregister.com,https://www.facebook.com/IndianolaRHT,Record-Herald,usnpl.com,IndianolaTrib,Newspapers,http://www.desmoinesregister.com/communities/indianola,,
desotoexplorer.com,,Desoto Explorer,usnpl.com,,Newspapers,http://www.desotoexplorer.com,,
desototimes.com,https://www.facebook.com/pages/DeSoto-Times-Tribune/292356861516,DeSoto Times Tribune,usnpl.com,desototimes,Newspapers,http://www.desototimes.com,,http://www.youtube.com/user/timestribuneeditor
desplainesvalleynews.com,https://www.facebook.com/pages/Desplaines-Valley-News/169241809757325,Desplaines Valley News,usnpl.com,,Newspapers,http://desplainesvalleynews.com,,
detroitnews.com,https://www.facebook.com/DetroitNews,Detroit News,usnpl.com;AWIS,detroitnews,Newspapers,http://www.detroitnews.com,,http://www.youtube.com/user/DetNewsVideo
devilslakejournal.com,https://www.facebook.com/pages/Devils-Lake-Journal/191196920933772,Devils Lake Journal ,usnpl.com,DevilsLakeJour1,Newspapers,http://www.devilslakejournal.com,,
dewittcountytoday.com,https://www.facebook.com/cuero.record,Cuero Record,usnpl.com,,Newspapers,http://www.dewittcountytoday.com,,http://www.youtube.com/user/TheCueroRecord
dewitt-ee.com,https://www.facebook.com/pages/DeWitt-Era-Enterprise/255231564489429,DeWitt Era-Enterprise,usnpl.com,,Newspapers,http://dewitt-ee.com,,
dewittobserver.com,https://www.facebook.com/dewittobserver,DeWitt Observer,usnpl.com,,Newspapers,http://www.dewittobserver.com,,
dglobe.com,https://www.facebook.com/dailyglobe,Daily Globe,usnpl.com,dglobe,Newspapers,http://www.dglobe.com,,http://www.youtube.com/user/WgtnDailyGlobe
diaadianews.com,https://www.facebook.com/periodicodiaadia,Dia a Dia News,usnpl.com,DiaADiaNewsLax,Newspapers,http://diaadianews.com,,
diamondbackonline.com,http://www.facebook.com/pages/The-Diamondback/76122931746,Diamondback,usnpl.com,thedbk,College Newspapers,http://www.diamondbackonline.com,,
diariopalmbeach.com,https://www.facebook.com/DiarioPalmBeach,Diario Palm Beach,usnpl.com,DiarioPalmBeach,Newspapers,http://www.diariopalmbeach.com,,https://www.youtube.com/channel/UCfhzRY6IRJNAnh_R0zOiS8A
dibollfreepress.com,https://www.facebook.com/diboll.freepress,Diboll Free Press,usnpl.com,,Newspapers,http://dibollfreepress.com,,
dickinsoncountynews.com,https://www.facebook.com/DickinsonCountyNews,Dickinson County News,usnpl.com,DickinsonCoNews,Newspapers,http://www.dickinsoncountynews.com,,https://www.youtube.com/channel/UCy3wCJv8zUCsn9-r0bBmzdA/videos
digbatonrouge.com,http://www.facebook.com/digbatonrouge,DIG - Baton Rouge,usnpl.com,DigBatonRouge,College Newspapers,http://digbatonrouge.com,,https://www.youtube.com/channel/UCVEQBxhfQtTXzKdfEYRyR1A/videos
digitalburg.com,https://www.facebook.com/Digitalburg/,digitalBURG.com,usnpl.com,,Newspapers,https://digitalburg.com,,http://www.youtube.com/channel/UC9tSSNCBy7eO4N6Rj1xOL-A
dillonheraldonline.com,https://www.facebook.com/pages/The-Dillon-Herald/344488112435,Dillon Herald,usnpl.com,,Newspapers,http://www.dillonheraldonline.com,,
dillontribune.com,https://www.facebook.com/pages/Dillon-Tribune/133779430629,Dillon Tribune,usnpl.com,,Newspapers,http://www.dillontribune.com,,
dioceseoffresno.org,,KNXT,stationindex,,TV station,http://www.dioceseoffresno.org/knxt/,,
discoveringhawaii.com,,Discovering Hawaii,usnpl.com,,Magazines,http://www.discoveringhawaii.com,,
discoverohio.com,https://www.facebook.com/DiscoverOhio,Ohio Tourism,usnpl.com,DiscoverOhio,Magazines,http://consumer.discoverohio.com,,http://www.youtube.com/user/DiscoverOhioTravel
dispatch.com,https://www.facebook.com/columbusdispatch,Columbus Dispatch,usnpl.com,dispatchalerts,Newspapers,http://www.dispatch.com,,http://www.youtube.com/user/TheColumbusDispatch
dispatchnews.com,,Dispatch,usnpl.com,,Newspapers,http://www.dispatchnews.com,,
dixonpilot.com,,Dixon Pilot,usnpl.com,,Newspapers,http://www.dixonpilot.com,,
djc.com,https://www.facebook.com/pages/Seattle-Daily-Journal-of-Commerce/314794254084,Daily Journal of Commerce,usnpl.com,SeattleDJC,Newspapers,http://www.djc.com,,https://www.youtube.com/user/seattledjc/videos
djournal.com,https://www.facebook.com/pages/Monroe-JournalMonroecountyjournalcom/69530007402,Monroe Journal,usnpl.com;AWIS,monroe360,Newspapers,http://djournal.com/monroe,,http://www.youtube.com/channel/UCdATSgKbkiEvw6L1k3FSmcg
djournal.com,https://www.facebook.com/Southern-Advocate-386783858295/,Southern Advocate,usnpl.com;AWIS,,Newspapers,http://djournal.com/tippah,,
djournal.com,https://www.facebook.com/itawambatimes,Itawamba County Times,usnpl.com;AWIS,,Newspapers,http://djournal.com/itawamba,,https://www.youtube.com/channel/UCvNp0_JGaUO4JykHT213T9w
djournal.com,https://www.facebook.com/pages/Chickasaw-Journal/151001101613190,Chickasaw Journal,usnpl.com;AWIS,,Newspapers,http://djournal.com/chickasaw,,
djournal.com,https://www.facebook.com/New-Albany-Gazette-166380331774/timeline/,New Albany Gazette,usnpl.com;AWIS,,Newspapers,http://djournal.com/new-albany,,
djournal.com,https://www.facebook.com/pages/Pontotoc-Progress/109314089135072,Pontotoc Progress,usnpl.com;AWIS,,Newspapers,http://djournal.com/pontotoc,,
djournal.com,https://www.facebook.com/djournalnow,Northeast Mississippi Journal,usnpl.com;AWIS,djournalnow,Newspapers,http://djournal.com,,https://www.youtube.com/channel/UC4mUo4o2YxNxLPgwnarrTAg
dln.com,,Daily Legal News,usnpl.com,,Newspapers,https://www.dln.com,,
dl-online.com,https://www.facebook.com/detroitlakes.newspapers,DL-Online,usnpl.com,DLNewspapers,Newspapers,http://www.dl-online.com,,
dmagazine.com,https://www.facebook.com/DMagazineOnline,D Magazine Dallas,usnpl.com,Dmagazine,Magazines,http://www.dmagazine.com,,
dnews.com,https://www.facebook.com/PalouseNews,Moscow-Pullman Daily News,usnpl.com;AWIS,mpdailynews,Newspapers,http://dnews.com,,http://www.youtube.com/user/TheMPDailyNews
dnj.com,https://www.facebook.com/dnjcom,Daily News Journal,usnpl.com,dnj_com,Newspapers,http://www.dnj.com,,https://www.youtube.com/user/dnjonline/videos
dnronline.com,https://www.facebook.com/DNRonline,Daily News Record,usnpl.com,DNRnews,Newspapers,http://www.dnronline.com,,https://www.youtube.com/user/DNRPhotographyDept
doaneline.com,,The Doane Line,usnpl.com,doaneline,College Newspapers,http://doaneline.com,,
dodgecountynews.com,https://www.facebook.com/pages/The-Dodge-County-News/138049489557496,Dodge County News,usnpl.com,,Newspapers,http://www.dodgecountynews.com,,
dodgeglobe.com,https://www.facebook.com/DodgeGlobe,Dodge City Daily Globe,usnpl.com,dcglobe,Newspapers,http://www.dodgeglobe.com,,https://www.youtube.com/user/webboy1969
donaldsonvillechief.com,https://www.facebook.com/pages/The-Donaldsonville-Chief/80835703246,Donaldsonville Chief,usnpl.com,dvillechief,Newspapers,http://www.donaldsonvillechief.com,,
donalsonvillenews.com,https://www.facebook.com/donalsonvillenews,Donalsonville News,usnpl.com,,Newspapers,http://www.donalsonvillenews.com,,
doniphanherald.com,https://www.facebook.com/doniphanherald,Doniphan Herald,usnpl.com,,Newspapers,http://www.doniphanherald.com,,
dosmundos.com,https://www.facebook.com/dosmundosnews,Dos Mundos,usnpl.com,2mun2news,Newspapers,http://dosmundos.com,,
dothaneagle.com,https://www.facebook.com/dothaneagle,Dothan Eagle,usnpl.com,dothaneagle,Newspapers,http://www.dothaneagle.com,,http://www.youtube.com/user/dothaneagle
dothaneagle.com,https://www.facebook.com/dothaneagle,Dothan Progress,usnpl.com,dothaneagle,Newspapers,http://www.dothaneagle.com/news/dothan_progress,,http://www.youtube.com/user/dothaneagle
dothaneagle.com,https://www.facebook.com/pages/Enterprise-Ledger/80064758818,Enterprise Ledger,usnpl.com,ledgernews,Newspapers,http://www.dothaneagle.com/enterprise_ledger,,http://www.youtube.com/user/enterpriseledger
dothaneagle.com,https://www.facebook.com/pages/Eufaula-Tribune/102586439777206,Eufaula Tribune,usnpl.com,eufaulatribnews,Newspapers,http://www.dothaneagle.com/eufaula_tribune,,http://www.youtube.com/user/eufaulatribune
dothanfirst.com,,WDHN,nexstar.tv,,TV station,dothanfirst.com,,
dotnews.com,https://www.facebook.com/pages/Dorchester-Reporter/245747663197,Dorchester Reporter,usnpl.com,dotnews,Newspapers,http://www.dotnews.com,,
douglas-budget.com,https://www.facebook.com/douglasbudget,Douglas Budget,usnpl.com,,Newspapers,http://www.douglas-budget.com,,https://www.youtube.com/channel/UChbs-RVGQ1kX9ZtBDqyoOmg
douglascountyherald.com,,Douglas County Herald,usnpl.com,,Newspapers,https://douglascountyherald.com,,https://www.youtube.com/channel/UC9zLkAK7q9aLjcfeiSlsX8w
douglascountynewspress.net,,Douglas County News-Press,usnpl.com,,Newspapers,http://douglascountynewspress.net,,
douglascountysentinel.com,https://www.facebook.com/douglascountysentinel,Douglas County Sentinel,usnpl.com,douglassentinel,Newspapers,http://www.douglascountysentinel.com,,https://www.youtube.com/channel/UCuDG_YU2N8nNx0zko6BYHdg
douglasdispatch.com,https://www.facebook.com/DouglasDispatch,Douglas Dispatch,usnpl.com,,Newspapers,http://www.douglasdispatch.com,,
douglasenterprise.net,https://www.facebook.com/pages/The-Douglas-Enterprise/125055624178434,Douglas Enterprise,usnpl.com,DglsEnterprise,Newspapers,http://www.douglasenterprise.net,,
dovebroadcasting.com,,WGGS,stationindex,,TV station,http://www.dovebroadcasting.com/,,
dovecreekpress.com,https://www.facebook.com/DoveCreekPress,Dove Creek Press,usnpl.com,,Newspapers,http://www.dovecreekpress.com,,
doverpost.com,https://www.facebook.com/doverpost,Dover Post,usnpl.com,Doverpost,Newspapers,http://www.doverpost.com,,
downeast.com,https://www.facebook.com/downeastmagazine,Down East,usnpl.com,MagazineofMaine,Magazines,http://www.downeast.com,,
downriversundaytimes.com,,Dearborn Times-Herald,usnpl.com,,Newspapers,http://downriversundaytimes.com,,
downtownexpress.com,https://www.facebook.com/pages/Downtown-Express/95648952169,Downtown Express,usnpl.com,DOWNTOWNEXPRESS,Newspapers,http://www.downtownexpress.com,,
dptribune.com,https://www.facebook.com/pages/Deer-Park-Tribune/133417510010282,Deer Park Tribune,usnpl.com,,Newspapers,http://www.dptribune.com,,https://www.youtube.com/channel/UC7fjbNNhQ7skQ4p3kofqz-Q
draperjournal.com,https://www.facebook.com/Draperjournal,Draper Journal,usnpl.com,DJgoings,Newspapers,http://www.draperjournal.com,,
draugas.org,https://www.facebook.com/DraugasNews,Draugas,usnpl.com,,Newspapers,http://www.draugas.org,,
dreamhosters.com,https://www.facebook.com/lbvalleyjournal,Valley Journal,usnpl.com,,Newspapers,http://clarkprinting.dreamhosters.com/lakebenton,,
dresdenenterprise.com,https://www.facebook.com/DresdenEnterprise,Dresden Enterprise,usnpl.com,,Newspapers,https://www.dresdenenterprise.com,,
drewacorn.com,https://www.facebook.com/theacorn,The Acorn,usnpl.com,DrewAcorn,College Newspapers,http://drewacorn.com,,http://www.youtube.com/user/DrewAcornOnline
drurymirror.org,http://www.facebook.com/drurymirror,The Drury Mirror,usnpl.com,DruryMirror,College Newspapers,http://drurymirror.org,,
dublincitizen.com,https://www.facebook.com/dublin.citizen.1,Dublin Citizen,usnpl.com,,Newspapers,https://www.dublincitizen.com,,https://www.youtube.com/user/TheDublincitizen/videos
duboiscountyherald.com,https://www.facebook.com/DuboisCountyHerald,Dubois County Herald,usnpl.com,DuboisCoHerald,Newspapers,https://duboiscountyherald.com,,http://www.youtube.com/channel/UCqjZTzZwHK42Zpf7pCY9YVw
duclarion.com,https://www.facebook.com/DUClarion,Clarion,usnpl.com,duclarion,College Newspapers,http://duclarion.com,,
dukechronicle.com,http://www.facebook.com/dukechronicle,The Chronicle,usnpl.com;AWIS,DukeChronicle,College Newspapers,http://www.dukechronicle.com,,http://www.youtube.com/user/DukeChronicle
duluthbudgeteer.com,https://www.facebook.com/pages/Duluth-Budgeteer-News/189282114424842,Duluth Budgeteer News,usnpl.com,DuluthBudgeteer,Newspapers,http://www.duluthbudgeteer.com,,
duluthnewstribune.com,https://www.facebook.com/duluthnews,Duluth News-Tribune,usnpl.com;AWIS,duluthnews,Newspapers,http://www.duluthnewstribune.com,,
duluthshippingnews.com,,Duluth Shipping News,usnpl.com,duluthshipping,Newspapers,http://duluthshippingnews.com,,http://www.youtube.com/user/knewhams
duncanbanner.com,https://www.facebook.com/pages/The-Duncan-Banner/264819720347,Duncan Banner,usnpl.com,DuncanBanner,Newspapers,http://www.duncanbanner.com,,
dundalkeagle.com,https://www.facebook.com/dundalkeagle,Dundalk Eagle,usnpl.com,TheDundalkEagle,Newspapers,http://www.dundalkeagle.com,,http://www.youtube.com/user/eaglevid60
dundeeonline.com,https://www.facebook.com/IndependentNewspaper,Independent,usnpl.com,,Newspapers,http://dundeeonline.com,,
duquoin.com,https://www.facebook.com/pages/Du-Quoin-Evening-Call/190364524350146,Du Quoin Evening Call,usnpl.com,,Newspapers,http://www.duquoin.com,,
durangoherald.com,https://www.facebook.com/TheDurangoHerald,Durango Herald,usnpl.com;AWIS,DurangoHerald,Newspapers,http://www.durangoherald.com,,https://www.youtube.com/user/TheDurangoherald
durangotelegraph.com,https://www.facebook.com/pages/Durango-Telegraph/429307033779054,Durango Telegraph,usnpl.com,DgoTelegraph,Newspapers,http://www.durangotelegraph.com,,
durantdemocrat.com,https://www.facebook.com/DurantDemocrat,Durant Daily Democrat,usnpl.com,,Newspapers,http://durantdemocrat.com,,
durhamskywriter.com,,Durham Skywriter,usnpl.com,durhamskywriter,Newspapers,http://www.durhamskywriter.com,,
duxburyclipper.com,https://www.facebook.com/duxburyclipper,Duxbury Clipper,usnpl.com,duxburyclipper,Newspapers,http://www.duxburyclipper.com,,http://www.youtube.com/user/duxburyclipper
dvalnews.com,https://www.facebook.com/pages/Deerfield-Valley-News/159347440762430,Deerfield Valley News,usnpl.com,,Newspapers,http://www.dvalnews.com,,
dyersvillecommercial.com,https://www.facebook.com/pages/Dyersville-Commercial/107422302649768,Dyersville Commercial,usnpl.com,,Newspapers,http://www.dyersvillecommercial.com,,
dysartreporter.com,,Dysart Reporter,usnpl.com,,Newspapers,http://www.dysartreporter.com,,
dziennik.com,https://www.facebook.com/nowydziennik,Nowy Dziennik,usnpl.com,NowyDziennik,Newspapers,http://www.dziennik.com,,http://www.youtube.com/user/NowyDziennik
dziennikzwiazkowy.com,https://www.facebook.com/DziennikZwiazkowy,Dziennik Zwiazkowy,usnpl.com,Dzwiazkowy,Newspapers,http://dziennikzwiazkowy.com/category/chicago,,https://www.youtube.com/channel/UCZZqKhSQeS2UXos1oXvlCXA
eacourier.com,https://www.facebook.com/eacourier,Eastern Arizona Courier,usnpl.com,eacourier,Newspapers,http://www.eacourier.com,,http://www.youtube.com/user/EACourier
eaglelakeheadlight.com,https://www.facebook.com/eaglelakeheadlightnewspaper,Eagle Lake Headlight,usnpl.com,,Newspapers,http://www.eaglelakeheadlight.com,,
eaglenewsonline.com,https://www.facebook.com/baldwinsvillemessenger,Baldwinsville Messenger,usnpl.com,bvillemessenger,Newspapers,http://www.eaglenewsonline.com/pubs/baldwinsville-messenger,,
eaglenewsonline.com,https://www.facebook.com/cazrepublican,Cazenovia Republican,usnpl.com,cazrepublican,Newspapers,http://www.eaglenewsonline.com/pubs/cazenovia-republican,,https://www.youtube.com/user/CazenoviaRepublican
