domain,sources,date_snapshotted,available,mbfc_tags,ng_tags,os_tags,pf_tags
geopolmonitor.com,OpenSources,,FALSE,,,political,
getoffthebs.com,Allcott18,,TRUE,,,,
girlsjustwannahaveguns.com,MBFC,,TRUE,Extreme Right;Propaganda,,,
givemeliberity01.com,OpenSources,,FALSE,,,fake,
givemeliberty01.com,PolitiFact;Allcott18;Grinberg19,,TRUE,,,,
glaringhypocrisy.com,OpenSources,,TRUE,,,hate;conspiracy,
glitch.news,NewsGuard,,TRUE,,ownership;newsOpinion;falseContent;basicStandards;contentCreators;labelsAdvertising;deceptiveHeadlines;accountabilityPractices,,
globalassociatednews.com,Buzzfeed17;Allcott18;Grinberg19,,FALSE,,,,
globalassociatednews.com/,Wikipedia;Buzzfeed16,,FALSE,,,,
globalinfotoday.com,MBFC,,FALSE,Extreme Right;Propaganda,,,
globalpoliticsnow.com,OpenSources;MBFC;PolitiFact;Allcott18;Grinberg19,,TRUE,Extreme Right;Propaganda;Some Fake News,,fake,
globalresearch.ca,OpenSources;Wikipedia,,TRUE,,,conspiracy,
globalrevolutionnetwork.com,PolitiFact;Allcott18,,FALSE,,,,
globemagazine.com,MBFC,,TRUE,Sensationalism;Fake News,,,
glossynews.com,OpenSources,,TRUE,,,satire,
godfatherpolitics.com,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy,,,
godlikeproductions.com,OpenSources,,TRUE,,,conspiracy,
goldpolitics.com,FactCheck,,FALSE,,,,
gomerblog.com,OpenSources,,TRUE,,,satire,
goneleft.com,OpenSources;MBFC,,FALSE,Extreme Left;Propaganda;Conspiracy,,fake,
goodgopher.com,MBFC,,TRUE,Right;Conspiracy;Pseudoscience;Some Fake News,,,
goop.com,NewsGuard,,TRUE,,ownership;management;newsOpinion;falseContent;basicStandards;contentCreators;labelsAdvertising;accountabilityPractices,,
gopthedailydose.com,OpenSources;Allcott18,,FALSE,,,fake;conspiracy;bias,
gossipmillsa.com,Wikipedia,,FALSE,,,,
gotnews.com,MBFC;Allcott18,,FALSE,Extreme Right;Propaganda;Conspiracy;Hate Group;Some Fake News,,,
govtslaves.info,OpenSources,,TRUE,,,conspiracy,
grabien.com,NewsGuard,,TRUE,,newsOpinion;ownership;labelsAdvertising;basicStandards;accountabilityPractices,,
greanvillepost.com,OpenSources,,TRUE,,,conspiracy,
greatamericanpolitics.com,NewsGuard,,TRUE,,accountabilityPractices;management;falseContent;basicStandards;newsOpinion;deceptiveHeadlines,,
greenmedinfo.com,OpenSources;NewsGuard,,TRUE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership,junksci,
greenvillegazette.com,Allcott18;Grinberg19,,TRUE,,,,
gregpalast.com,NewsGuard,,TRUE,,ownership;newsOpinion;basicStandards;accountabilityPractices;deceptiveHeadlines,,
guardianlv.com,OpenSources,,TRUE,,,political,
guccifer2.wordpress.com,OpenSources,,TRUE,,,unreliable,
guerilla.news,Wikipedia;PolitiFact;Allcott18;Grinberg19,,FALSE,,,,
guerillanews.com,Allcott18;Grinberg19,,FALSE,,,,
gulagbound.com,OpenSources,,TRUE,,,bias,
gulfnews.com,NewsGuard,,TRUE,,basicStandards;accountabilityPractices;newsOpinion;management;contentCreators,,
gummypost.com,OpenSources;Wikipedia;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
halfwaypost.com,PolitiFact;Allcott18,,TRUE,,,,
halturnershow.com,Allcott18;Grinberg19,,TRUE,,,,
hangthebankers.com,OpenSources;MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy,,conspiracy,
hannity.com,NewsGuard,,TRUE,,basicStandards;newsOpinion;deceptiveHeadlines;accountabilityPractices;contentCreators,,
hardnews.network,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy,,,
headlinebrief.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
health.news,NewsGuard,,TRUE,,ownership;newsOpinion;falseContent;basicStandards;contentCreators;labelsAdvertising;deceptiveHeadlines;accountabilityPractices,,
healthimpactnews.com,OpenSources,,TRUE,,,junksci;bias,
healthnutnews.com,OpenSources;Allcott18;NewsGuard,,TRUE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;labelsAdvertising;management;contentCreators,junksci,
healthy-holistic-living.com,OpenSources;NewsGuard,,TRUE,,ownership;accountabilityPractices;falseContent;basicStandards;newsOpinion;deceptiveHeadlines,junksci;clickbait,
healthycareandbeauty.com,OpenSources;PolitiFact;Allcott18,,FALSE,,,fake;unreliable,
healthyfoodhouse.com,NewsGuard,,TRUE,,ownership;management;newsOpinion;falseContent;basicStandards;contentCreators;deceptiveHeadlines;accountabilityPractices,,
healthyworldhouse.com,OpenSources;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
heartland.org,OpenSources;MBFC,,TRUE,Propaganda;Numerous Failed Fact Checks;Lack of Transparency,,bias,
heatst.com,OpenSources;Allcott18,,TRUE,,,clickbait;bias,
heaviermetal.net,Buzzfeed16;Buzzfeed17;Allcott18;Grinberg19,,FALSE,,,,
heightpost.com,PolitiFact;Allcott18,,TRUE,,,,
henrymakow.com,OpenSources,,TRUE,,,conspiracy,
herbs.news,NewsGuard,,TRUE,,ownership;newsOpinion;falseContent;basicStandards;contentCreators;labelsAdvertising;deceptiveHeadlines;accountabilityPractices,,
heresyblog.net,OpenSources,,TRUE,,,bias;conspiracy;rumor,
heritage.org,OpenSources,,TRUE,,,political,
higherperspectives.com,Allcott18;PolitiFact;NewsGuard,,TRUE,,basicStandards;accountabilityPractices;deceptiveHeadlines;contentCreators;newsOpinion;ownership;labelsAdvertising;management,,
hoggwatch.com,MBFC;NewsGuard,,TRUE,Extreme Right;Propaganda;Conspiracy;Fake News,ownership;newsOpinion;falseContent;basicStandards;contentCreators;labelsAdvertising;deceptiveHeadlines;accountabilityPractices,,
hoggwatch.us,Buzzfeed18,,FALSE,,,,
hollywoodlife.com,NewsGuard,,TRUE,,basicStandards;deceptiveHeadlines;accountabilityPractices;contentCreators,,
holyobserver.com,OpenSources,,TRUE,,,satire,
horowitzfreedomcenter.org,OpenSources;MBFC,,TRUE,Extreme Right;Hate Group;Propaganda,,bias,
hotglobalnews.com,Buzzfeed16;Buzzfeed17;Allcott18;Grinberg19,,TRUE,,,,
houston-chronicle.tv,Wikipedia,,FALSE,,,,
houstonchronicle-tv.com,Buzzfeed17;PolitiFact;Allcott18;Grinberg19,,FALSE,,,,
houstonleader.com,Buzzfeed17;Allcott18,,FALSE,,,,
humansarefree.com,OpenSources;NewsGuard,,FALSE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,conspiracy,
humortimes.com,OpenSources,,TRUE,,,satire,
huzlers.com,OpenSources;Wikipedia;Snopes;CBS;Buzzfeed16;Buzzfeed17;Buzzfeed18;PolitiFact;Allcott18;NewsGuard;Grinberg19,,TRUE,,basicStandards;accountabilityPractices;newsOpinion;ownership;labelsAdvertising;management;contentCreators;deceptiveHeadlines;falseContent,satire,
icr.org,OpenSources,,FALSE,,,junksci,
ideaspots.com,PolitiFact;Allcott18,,FALSE,,,,
identityevropa.com,MBFC,,FALSE,,,,
iflscience.com,NewsGuard,,TRUE,,basicStandards;accountabilityPractices;ownership;contentCreators,,
ifyouonlynews.com,OpenSources;MBFC;CBS,,TRUE,Extreme Left;Propaganda;Some Fake News,,unreliable;satire,
ihatethemedia.com,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy;Some Fake News,,,
ihavethetruth.com,OpenSources;MBFC;Allcott18,,FALSE,Extreme Right;Propaganda,,bias;clickbait;fake,
ihr.org,OpenSources;MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy;Hate Group,,hate,
ihypocrite.net,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy,,,
ijr.com,OpenSources;Allcott18,,TRUE,,,political;bias;unreliable,
ilblogdellestelle.it,NewsGuard,,TRUE,,ownership;management;newsOpinion;basicStandards;contentCreators;accountabilityPractices,,
illicitinfo.com,MBFC;NewsGuard,,TRUE,Extreme Right;Propaganda;Conspiracy;Poor Sourcing,falseContent;basicStandards;newsOpinion;contentCreators,,
illuminati-news.com,OpenSources,,TRUE,,,conspiracy,
ilovemyamerica.net,FactCheck;NewsGuard,,FALSE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,,
ilovemyfreedom.org,OpenSources;MBFC;Allcott18;NewsGuard;Grinberg19,,TRUE,Extreme Right;Propaganda;Conspiracy;Poor Sourcing,basicStandards;newsOpinion;deceptiveHeadlines;contentCreators,bias;clickbait,
ilovenativeamericans.us,PolitiFact;Allcott18,,FALSE,,,,
immediatesafety.org,OpenSources,,TRUE,,,fake,
imowired.com,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy;Fake News,,,
impulsetoday.com,Allcott18,,TRUE,,,,
in5d.com,OpenSources,,TRUE,,,junksci,
independentminute.com,PolitiFact;Allcott18,,TRUE,,,,
independentsentinel.com,NewsGuard,,TRUE,,newsOpinion;deceptiveHeadlines;accountabilityPractices;ownership;management;contentCreators,,
indiaarising.com,OpenSources,,FALSE,,,clickbait;unreliable,
indiatimes.com,Allcott18;PolitiFact,,TRUE,,,,
indigenous.club,MBFC,,FALSE,Conspiracy;Propaganda;Fake News,,,
infiniteunknown.net,OpenSources,,TRUE,,,conspiracy,
infogalactic.com,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy,,,
informationclearinghouse.info,OpenSources,,TRUE,,,conspiracy;unreliable,
informationliberation.com,MBFC;NewsGuard,,TRUE,Extreme Right;Propaganda;Conspiracy;Lack of Transparency,newsOpinion;deceptiveHeadlines;ownership;management;contentCreators;accountabilityPractices,,
informedowners.com,MBFC,,FALSE,Extreme Right;Propaganda;Conspiracy,,,
informetoday.com,OpenSources,,TRUE,,,bias;unreliable,
infoscum.com,MBFC,,TRUE,,,,
infostormer.com,OpenSources,,TRUE,,,fake;hate;conspiracy,
infowars.com,OpenSources;Wikipedia;FactCheck;CBS;Allcott18;NewsGuard,,TRUE,,falseContent;basicStandards;newsOpinion;deceptiveHeadlines;accountabilityPractices,conspiracy,
inquisitr.com,Allcott18,,TRUE,,,,
insanity.news,NewsGuard,,TRUE,,ownership;newsOpinion;falseContent;basicStandards;contentCreators;labelsAdvertising;deceptiveHeadlines;accountabilityPractices,,
instaworldnews.com,OpenSources,,FALSE,,,bias,
intellihub.com,OpenSources,,TRUE,,,conspiracy;unreliable,
interestingdailynews.com,OpenSources;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
internationalhighlife.com,NewsGuard,,TRUE,,management;contentCreators;deceptiveHeadlines;basicStandards;accountabilityPractices;newsOpinion,,
intrendtoday.com,OpenSources;Allcott18;Grinberg19,,FALSE,,,fake;clickbait,
intrepidreport.com,OpenSources,,TRUE,,,bias,
investmentresearchdynamics.com,OpenSources,,TRUE,,,conspiracy,
investmentwatchblog.com,OpenSources,,TRUE,,,bias;fake,
iotwreport.com,Allcott18,,TRUE,,,,
ipatriot.com,Allcott18;Grinberg19,,TRUE,,,,
ironictimes.com,OpenSources,,TRUE,,,satire,
islamicanews.com,OpenSources,,TRUE,,,satire,
israelvideonetwork.com,MBFC,,TRUE,Extreme Right;Propaganda;Zionism,,,
isthatlegit.com,PolitiFact;Allcott18;Grinberg19,,FALSE,,,,
itaglive.com,OpenSources;MBFC,,TRUE,Fake News,,fake,
itccs.org,OpenSources,,FALSE,,,conspiracy,
itmakessenseblog.com,OpenSources,,FALSE,,,fake,
iwanttoexplore.com,OpenSources,,FALSE,,,fake,
jackpineradicals.com,OpenSources,,TRUE,,,political,
jacksontelegraph.com,Buzzfeed17;Allcott18,,FALSE,,,,
jacobinmag.com,OpenSources,,TRUE,,,political,
jamesrgrangerjr.com,OpenSources,,TRUE,,,bias,
japaninsides.com,NewsGuard,,TRUE,,basicStandards;accountabilityPractices;ownership;management;contentCreators,,
jesus-is-savior.com,OpenSources,,TRUE,,,conspiracy,
jesusdaily.com,NewsGuard,,TRUE,,basicStandards;deceptiveHeadlines;accountabilityPractices;contentCreators,,
jetpolitics.com,FactCheck,,FALSE,,,,
jewsnews.co.il,OpenSources;Allcott18;PolitiFact,,TRUE,,,unreliable;bias;fake,
jewwatch.com,MBFC,,FALSE,Extreme Right;Conspiracy,,,
jihadwatch.org,OpenSources;MBFC;NewsGuard,,TRUE,Extreme Right;Propaganda;Conspiracy;Hate Group,falseContent;basicStandards;newsOpinion;deceptiveHeadlines;accountabilityPractices;ownership,conspiracy;hate,
joeforamerica.com,MBFC;Allcott18;NewsGuard,,TRUE,Extreme Right;Propaganda,ownership;management;newsOpinion;falseContent;basicStandards;contentCreators;deceptiveHeadlines;accountabilityPractices,,
johnnyrobish.com,OpenSources,,TRUE,,,satire,
jokerviral.com,Buzzfeed17;Allcott18;Grinberg19,,FALSE,,,,
jonesreport.com,OpenSources,,TRUE,,,conspiracy,
jookos.com,MBFC;Allcott18,,FALSE,Extreme Right;Propaganda;Conspiracy,,,
journal-neo.org,OpenSources,,TRUE,,,bias,
journaldemourreal.com,Buzzfeed17;Allcott18,,TRUE,,,,
judicialwatch.org,OpenSources;MBFC;Allcott18;NewsGuard,,TRUE,Extreme Right;Conspiracy;Propaganda;Some Fake News,basicStandards;newsOpinion;accountabilityPractices;contentCreators,political,
jumblejoy.com,NewsGuard,,TRUE,,basicStandards;accountabilityPractices;ownership;management;contentCreators,,
justthefacts.org,MBFC,,TRUE,Right;Propaganda;Lack of Transparency,,,
kagfeed.com,FactCheck,,FALSE,,,,
kata33.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
katehon.com,OpenSources,,TRUE,,,bias,
kbc14.com,PolitiFact;Allcott18,,FALSE,,,,
kcna.kp,MBFC,,TRUE,Extreme Left;Propaganda;Conspiracy;Nationalism,,,
kcst7.com,PolitiFact;Allcott18,,FALSE,,,,
kf13.com,PolitiFact;Allcott18,,FALSE,,,,
klponews.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
km8news.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
kmt11.com,OpenSources;Wikipedia;Buzzfeed16;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
knightstemplarinternational.com,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy;Anti-Islam,,,
knowledgeoftoday.org,OpenSources,,TRUE,,,conspiracy,
knp7.com,Buzzfeed16;Allcott18;Grinberg19,,TRUE,,,,
konkonsagh.biz,OpenSources;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
krb7.com,PolitiFact;Allcott18,,FALSE,,,,
krbcnews.com,OpenSources;Buzzfeed16;Buzzfeed18;Allcott18;Grinberg19,,TRUE,,,fake,
kspm33.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
kty24news.com,PolitiFact;Allcott18,,FALSE,,,,
kupr7.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
ky12news.com,OpenSources;Buzzfeed16;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
ky6news.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
kypo6.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
ladiesofliberty.net,Buzzfeed17;Buzzfeed18;Allcott18,,TRUE,,,,
ladylibertynews.com,OpenSources;PolitiFact,,FALSE,,,fake,
ladylibertysnews.com,MBFC;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Conspiracy;Anti-Islam,,,
landoverbaptist.org,OpenSources,,TRUE,,,satire,
landrypost.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
lastdeplorables.com,OpenSources;MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Some Fake News,,fake,
lastresistance.com,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy;Some Fake News,,,
laweekly.com,NewsGuard,,TRUE,,newsOpinion;accountabilityPractices;ownership;labelsAdvertising;contentCreators,,
learnprogress.org,OpenSources;MBFC;PolitiFact;Allcott18,,FALSE,Extreme Left;Propaganda;Some Fake News,,fake;bias,
leftexposed.org,MBFC,,TRUE,Extreme Right;Propaganda;Poor Sourcing;Numerous Failed Fact Checks,,,
lewrockwell.com,OpenSources;MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy;Pseudoscience,,bias;unreliable;political,
liberalamerica.org,OpenSources,,TRUE,,,clickbait;bias,
liberalbias.com,OpenSources,,TRUE,,,satire,
liberaldarkness.com,OpenSources,,FALSE,,,satire;fake,
liberalplug.com,OpenSources;MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Left;Propaganda;Fake News,,fake,
liberalsociety.com,Wikipedia;MBFC,,FALSE,,,,
liberalspeak.com,MBFC,,FALSE,Extreme Left;Propaganda,,,
liberty-courier.com,MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Conspiracy;Fake News,,,
libertyalliance.com,OpenSources;MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Some Fake News,,fake,
libertyblitzkrieg.com,OpenSources,,TRUE,,,fake,
libertybrief.com,MBFC,,FALSE,Extreme Right;Propaganda,,,
libertyfederation.com,OpenSources,,TRUE,,,hate,
libertyisviral.com,MBFC,,TRUE,Extreme Right;Propaganda,,,
libertymovementradio.com,OpenSources,,FALSE,,,conspiracy,
libertynews.com,OpenSources,,TRUE,,,unreliable;bias,
libertytalk.fm,OpenSources,,TRUE,,,conspiracy,
libertyunyielding.com,OpenSources,,TRUE,,,bias,
libertyvideos.org,OpenSources,,TRUE,,,conspiracy,
libertywritersnews.com,OpenSources;Wikipedia;MBFC;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Some Fake News,,clickbait;bias;unreliable,
lifeandabout.com,OpenSources,,FALSE,,,bias,
lifenews.com,OpenSources;NewsGuard,,TRUE,,falseContent;basicStandards;newsOpinion;deceptiveHeadlines;accountabilityPractices;ownership,bias;clickbait,
lifeprevention.com,OpenSources,,FALSE,,,junksci,
lifesitenews.com,OpenSources;NewsGuard,,TRUE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership,clickbait;bias,
lifezette.com,OpenSources,,TRUE,,,clickbait,
linkbeef.com,Wikipedia,,FALSE,,,,
liveaction.org,NewsGuard,,TRUE,,deceptiveHeadlines;newsOpinion;basicStandards;falseContent;ownership,,
liveactionnews.org,OpenSources,,TRUE,,,bias,
livevote.com,OpenSources,,TRUE,,,clickbait,
livingfree.news,NewsGuard,,TRUE,,ownership;newsOpinion;falseContent;basicStandards;contentCreators;labelsAdvertising;deceptiveHeadlines;accountabilityPractices,,
loanpride.com,OpenSources,,TRUE,,,rumor;clickbait,
local31news.com,OpenSources;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
localnews33.com,Buzzfeed16;Allcott18;Grinberg19,,TRUE,,,,
londonwebnews.com,FactCheck;MBFC;PolitiFact;Allcott18;Grinberg19,,TRUE,Extreme Left;Propaganda;Fake News,,,
loonwatch.com,MBFC,,TRUE,Extreme Left;Propaganda,,,
lopezreport.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
loser.com,MBFC,,FALSE,Extreme Left;Propaganda,,,
louderwithcrowder.com,Allcott18;NewsGuard,,TRUE,,basicStandards;newsOpinion;deceptiveHeadlines;accountabilityPractices;ownership;management;contentCreators,,
lovethispic.com,OpenSources,,TRUE,,,clickbait;junksci,
lucisphilippines.press,NewsGuard,,FALSE,,ownership;management;contentCreators;accountabilityPractices;basicStandards;deceptiveHeadlines,,
lushforlife.com,OpenSources,,TRUE,,,satire,
macedoniaonline.eu,PolitiFact;Allcott18,,TRUE,,,,
mad-yet.blogspot.com,OpenSources,,TRUE,,,unreliable,
madamericannetwork.com,MBFC,,FALSE,Extreme Right;Propaganda;Conspiracy,,,
madpatriots.com,OpenSources,,TRUE,,,unreliable;clickbait,
madworldnews.com,OpenSources;MBFC;Allcott18;PolitiFact;NewsGuard;Grinberg19,,TRUE,Extreme Right;Propaganda;Lack of Transparency Some Fake News,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,unreliable;clickbait,
maga2020.us,MBFC,,TRUE,Conspiracy;Fake News,,,
magadailyreport.com,MBFC;NewsGuard,,TRUE,Lack of Transparency;Poor Sourcing,accountabilityPractices;newsOpinion;ownership;labelsAdvertising;management;contentCreators,,
magafeed.com,OpenSources,,FALSE,,,rumor;bias;fake,
maganews.co,OpenSources,,FALSE,,,fake,
maganews.io,NewsGuard,,FALSE,,management;contentCreators;ownership;deceptiveHeadlines;newsOpinion;accountabilityPractices;basicStandards;falseContent,,
magapill.com,MBFC,,TRUE,Right;Propaganda;Conspiracy;Some Fake News,,,
mainerepublicemailalert.com,Allcott18;Grinberg19,,TRUE,,,,
majorthoughts.com,OpenSources;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
makeamericagreattoday.com,OpenSources,,FALSE,,,bias;fake,
martinlutherking.org,MBFC,,FALSE,Extreme Right;Neo-Fascist;Propaganda;Conspiracy;Hate Group,,,
maxrepublican.com,FactCheck,,FALSE,,,,
maywoodpost.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
mbganews.com,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy;Anti-Islam,,,
mbynews.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
mckenziepost.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
meanlefthook.com,OpenSources,,TRUE,,,bias;clickbait,
mediamass.net,OpenSources;Buzzfeed16;Buzzfeed17;Allcott18,,TRUE,,,fake,
mediamaxzone.com,PolitiFact;Allcott18,,FALSE,,,,
mediazone.news,OpenSources;MBFC;Allcott18;Grinberg19,,TRUE,Extreme Right;Propaganda;Conspiracy,,rumor;unreliable,
medicalkidnap.com,Allcott18,,TRUE,,,,
meforum.org,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy;Anti-Islam,,,
megafreshnews.com,OpenSources,,FALSE,,,rumor,
megynkelly.us,OpenSources,,TRUE,,,fake,
memri.org,MBFC,,TRUE,Right;Propaganda;Conspiracy,,,
mentor2day.com,OpenSources;PolitiFact;Allcott18,,TRUE,,,fake,
mercola.com,NewsGuard,,TRUE,,newsOpinion;falseContent;basicStandards;accountabilityPractices,,
metropolitanworlds.com,OpenSources;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
microwavetinfoil.com,NewsGuard,,TRUE,,ownership;management;newsOpinion;falseContent;basicStandards;contentCreators;deceptiveHeadlines;accountabilityPractices,,
middleeastmonitor.com,NewsGuard,,TRUE,,falseContent;basicStandards;newsOpinion;ownership,,
militianews.com,OpenSources,,TRUE,,,conspiracy;bias;hate,
milo.yiannopoulos.net,MBFC,,FALSE,Extreme Right;Propaganda;Conspiracy,,,
mintpressnews.com,OpenSources;NewsGuard,,TRUE,,ownership;newsOpinion;basicStandards;deceptiveHeadlines,political,
mississippiherald.com,Buzzfeed17;PolitiFact;Allcott18;Grinberg19,,FALSE,,,,
mixi.media,MBFC,,TRUE,Poor Sourcing;Pseudoscience;Lack of Transparency,,,
mminfo24.com,FactCheck;NewsGuard,,FALSE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,,
molonlabemedia.com,OpenSources;MBFC,,FALSE,Extreme Right;Conspiracy;Fake News,,bias;conspiracy,
moonofalabama.org,OpenSources,,TRUE,,,bias,
morning-herald.com,Allcott18,,FALSE,,,,
morningledger.com,OpenSources,,FALSE,,,unreliable;conspiracy,
morningnewsusa.com,OpenSources;Allcott18;Grinberg19,,FALSE,,,unreliable,
movingleft.com,MBFC,,FALSE,Extreme Left;Propaganda,,,
mpidailymagazine.com,OpenSources,,FALSE,,,fake;bias,
mrc.org,OpenSources,,TRUE,,,political;bias,
mrcblog.com,MBFC,,FALSE,Extreme Right;Propaganda;Some Fake News,,,
mrconservative.com,OpenSources,,FALSE,,,fake;satire,
mrnewswatch.com,Buzzfeed17;Buzzfeed18;Allcott18;Grinberg19,,FALSE,,,,
msfanpage.link,Allcott18;Grinberg19,,FALSE,,,,
msnbc.website,OpenSources;Buzzfeed16;Buzzfeed17;Allcott18;Grinberg19,,FALSE,,,fake,
mtonews.com,NewsGuard,,TRUE,,basicStandards;deceptiveHeadlines;ownership;contentCreators,,
myfreshnews.com,OpenSources;Allcott18,,TRUE,,,fake;bias,
mygoogle.ca,MBFC,,FALSE,Imposter Website,,,
mynewsguru.com,MBFC,,FALSE,Extreme Right;Propaganda;Conspiracy;Some Fake News,,,
myrightamerica.com,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy;Lack of Transparency,,,
myzonetoday.com,OpenSources;MBFC,,FALSE,Extreme Right;Conspiracy;Some Fake News,,fake;bias,
nachrichten.de.com,Buzzfeed17;Buzzfeed18;Allcott18,,TRUE,,,,
nachrichten365.com,Buzzfeed17;Buzzfeed18;Allcott18,,TRUE,,,,
nahadaily.com,OpenSources;Wikipedia;Snopes,,FALSE,,,satire,
nakedcapitalism.com,OpenSources,,TRUE,,,political,
nasamoonhoax.com,OpenSources,,FALSE,,,conspiracy,
natall.com,MBFC,,FALSE,Extreme Right;Propaganda;Conspiracy;Hate Group,,,
nation.com.pk,PolitiFact;Allcott18,,TRUE,,,,
nationaleconomicseditorial.com,MBFC,,TRUE,Extreme Right;Propaganda,,,
nationalenquirer.com,MBFC;NewsGuard,,TRUE,Right;Conspiracy;Pseudoscience;Fake News,ownership;management;contentCreators;falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines,,
nationalinsiderpolitics,Wikipedia,,FALSE,,,,
nationalinsiderpolitics.com,Allcott18;Grinberg19,,TRUE,,,,
nationalreport.net,OpenSources;Wikipedia;Snopes;CBS;Buzzfeed16;Buzzfeed17;Buzzfeed18;PolitiFact;Allcott18;Grinberg19,,TRUE,,,satire;fake,
nationalreview.com,OpenSources,,TRUE,,,political,
nationalufocenter.com,OpenSources,,TRUE,,,conspiracy,
nationalvanguard.org,OpenSources;MBFC,,TRUE,Extreme Right;Hate Group;Propaganda;Conspiracy,,hate,
nationindistress.weebly.com,OpenSources,,TRUE,,,conspiracy,
nationonenews.com,OpenSources,,FALSE,,,fake;conspiracy,
nativeamericans.us,PolitiFact;Allcott18,,FALSE,,,,
nativestuff.us,PolitiFact;Allcott18,,FALSE,,,,
naturalblaze.com,OpenSources,,TRUE,,,junksci;conspiracy,
naturalnews.com,OpenSources;Wikipedia;Allcott18;NewsGuard,,TRUE,,ownership;newsOpinion;falseContent;basicStandards;contentCreators;labelsAdvertising;deceptiveHeadlines;accountabilityPractices,junksci;conspiracy,
naturalnewsblogs.com,OpenSources,,TRUE,,,junksci,
nbc.com.co,OpenSources;MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Imposter Site;Fake News,,fake,
nbc9news.com,Buzzfeed18;NewsGuard,,FALSE,,contentCreators;management;ownership;accountabilityPractices;falseContent;basicStandards;deceptiveHeadlines,,
nbcnews.com.co,Wikipedia,,FALSE,,,,
ncscooper.com,OpenSources;Snopes;Buzzfeed16;Buzzfeed17;Allcott18;Grinberg19,,FALSE,,,satire,
neonnettle.com,OpenSources;FactCheck;Buzzfeed17;Buzzfeed18;PolitiFact;Allcott18;NewsGuard;Grinberg19,,TRUE,,newsOpinion;falseContent;basicStandards;deceptiveHeadlines;accountabilityPractices,conspiracy;fake;bias,
nephef.com,OpenSources;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
net-infosnews.com,Buzzfeed17;Buzzfeed18;Allcott18,,TRUE,,,,
